"pollingstation","TECnum","regionmarzes","TEC","subregion","avagian","geghamian","demirchian","karapetian","harutyunian","manukian","margarian","sargsian","kocharian","total","PSnum","mon_voting","mon_counting","mon_voting_R2","NOTmon_voting","PollingStationR2","DemirchianR2","KocharianR2","votersR2","mon_votingR2","mom_countingR2","yi2","O1","O2","O3","O4","O5","O6","O7","O8","O9","AveKocharian","urban","totalvoters","turnout","R2turnout","nearNagorno","Ararat","Armavir","Gegharkunik","Kotayk","Lori","Shirak","Syunik","Tavush","Vayots_Dzor","Yerevan","phat","voterspersqkm","regiontotalvoters","regiontotalmonitors","voterpermonitoredstation","R1R2only","_Isubregion_2","_Isubregion_3","_Isubregion_4","_Isubregion_5","_Isubregion_6","_Isubregion_7","_Isubregion_8","_Isubregion_9","_Isubregion_10","_Isubregion_11","_Isubregion_12","_Isubregion_13","_Isubregion_14","_Isubregion_15","_Isubregion_16","_Isubregion_17","_Isubregion_18","_Isubregion_19","_Isubregion_20","_Isubregion_21","_Isubregion_22","_Isubregion_23","_Isubregion_24","_Isubregion_25","_Isubregion_26","_Isubregion_27","_Isubregion_28","_Isubregion_29","_Isubregion_30","_Isubregion_31","_Isubregion_32","_Isubregion_33","_Isubregion_34","_Isubregion_35","_Isubregion_36","_Isubregion_37","_Isubregion_38","_Isubregion_39","_Isubregion_40"
"  1037. Vanadzor, N 8 School",36,"Lori","Tec#36","Vanadzor",0.00150000001303852,0.209199994802475,0.193799987435341,0.0676999986171722,0.00150000001303852,0.00620000017806888,0,0.00310000008903444,0.51690000295639,650,1037,1,0,0,0,"1037. Vanadzor, N 8 School",0.146500006318092,0.853500008583069,826,0,0,0.675582408905029,0,1,0,0,0,1,0,0,1,0.685199975967407,1,1265,0.513833999633789,0.652964413166046,0,0,0,0,0,1,0,0,0,0,0,0.420264452695847,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1034. Vanadzor, Aghayan 61, 'Ani' bookshop",36,"Lori","Tec#36","Vanadzor",0.00119999994058162,0.24159999191761,0.232400000095367,0.0590000003576279,0.00119999994058162,0.00579999992623925,0,0.00119999994058162,0.457800000905991,865,1034,1,0,0,0,"1034. Vanadzor, Aghayan 61, 'Ani' bookshop",0.439999997615814,0.560000002384186,891,0,0,0.643369615077972,0,1,0,0,0,1,0,0,1,0.508899986743927,1,1861,0.464803874492645,0.478774845600128,0,0,0,0,0,1,0,0,0,0,0,0.568016707897186,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1150. Urasar, Club",39,"Lori","Tec#39","Tashir",0,0.0555999986827374,0.47529998421669,0,0.00620000017806888,0.00620000017806888,0,0,0.456800013780594,162,1150,0,0,0,1,"1150. Urasar, Club",0.408300012350082,0.59170001745224,169,0,0,0.654305040836334,1,0,0,0,1,0,0,0,0,0.524250030517578,0,254,0.637795269489288,0.665354311466217,0,0,0,0,0,1,0,0,0,0,0,0.208868712186813,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"  1103. Eghegnut, kindergarten",38,"Lori","Tec#38","Vanadzor",0.00499999988824129,0.212900012731552,0.336600005626678,0.0421000011265278,0,0.00740000000223517,0.00249999994412065,0,0.393600016832352,404,1103,1,0,0,0,"1103. Eghegnut, kindergarten",0.374700009822845,0.625299990177155,411,0,0,0.60837709903717,0,1,0,0,0,1,0,0,1,0.509450018405914,1,570,0.708771944046021,0.721052646636963,0,0,0,0,0,1,0,0,0,0,0,0.265797793865204,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1064. Vanadzor, N 18 School",37,"Lori","Tec#37","Vanadzor",0.00370000000111759,0.0788000002503395,0.112099997699261,0.0342999994754791,0,0.00460000010207295,0.0009000000427477,0.0009000000427477,0.764599978923798,1079,1064,1,0,0,0,"1064. Vanadzor, N 18 School",0.149299994111061,0.8507000207901,1092,0,0,0.810592651367188,0,1,0,0,0,1,0,0,1,0.807649970054626,1,1981,0.544674396514893,0.551236748695374,0,0,0,0,0,1,0,0,0,0,0,0.597161948680878,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1204. Kakop, Club",40,"Lori","Tec#40","Alaverdi",0.00490000005811453,0.0833000019192696,0.235300004482269,0.0147000001743436,0,0,0,0,0.661800026893616,204,1204,1,0,0,0,"1204. Kakop, Club",0.175400003790855,0.824599981307983,211,0,0,0.754560947418213,0,1,0,0,0,1,0,0,1,0.7432000041008,0,249,0.819277107715607,0.847389578819275,0,0,0,0,0,1,0,0,0,0,0,0.208044469356537,63.1679000854492,239343,76,3149.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1215. Berdavan, Cultural House",40,"Lori","Tec#40","Alaverdi",0.00219999998807907,0.149399995803833,0.357299983501434,0.127000004053116,0.00219999998807907,0.00340000004507601,0.00340000004507601,0.00109999999403954,0.353899985551834,890,1215,0,0,0,1,"1215. Berdavan, Cultural House",0.512099981307983,0.487899959087372,953,0,0,0.59563273191452,1,0,0,0,1,0,0,0,0,0.420899987220764,0,1327,0.670685768127441,0.718161284923553,0,0,0,0,0,1,0,0,0,0,0,0.435426443815231,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1120. Tashir, 'Panir' Jsc",39,"Lori","Tec#39","Tashir",0,0.0490999966859818,0.174899995326996,0.00980000011622906,0.0020000000949949,0.0020000000949949,0,0.00389999989420176,0.758300006389618,509,1120,1,0,0,0,"1120. Tashir, 'Panir' Jsc",0.270900011062622,0.729099988937378,764,0,0,0.807158827781677,0,1,0,0,0,1,0,0,1,0.74370002746582,0,1013,0.502467930316925,0.75419545173645,0,0,0,0,0,1,0,0,0,0,0,0.360439747571945,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"  1066. Vanadzor N 10 kindergarten",37,"Lori","Tec#37","Vanadzor",0.00260000000707805,0.213899999856949,0.228100001811981,0.0476999990642071,0.00130000000353903,0.0052000000141561,0.00130000000353903,0,0.5,776,1066,1,0,0,0,"1066. Vanadzor N 10 kindergarten",0.365099996328354,0.634899973869324,893,0,0,0.666370987892151,0,1,0,0,0,1,0,0,1,0.567449986934662,1,1840,0.421739131212235,0.485326081514359,0,0,0,0,0,1,0,0,0,0,0,0.562861442565918,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1154. Lejan, library",39,"Lori","Tec#39","Tashir",0,0.0201999992132187,0.161799997091293,0.0292000006884336,0,0.00219999998807907,0.00219999998807907,0.00219999998807907,0.781999945640564,445,1154,1,0,1,0,"1154. Lejan, library",0.274800002574921,0.725199937820435,444,1,0,0.820076644420624,0,0,0,1,0,0,0,1,1,0.753600001335144,0,605,0.735537171363831,0.733884274959564,0,0,0,0,0,1,0,0,0,0,0,0.272677361965179,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"  1015. Hartagyugh, School",35,"Lori","Tec#35","Vanadzor",0,0.121499992907047,0.296200007200241,0.0465999990701675,0.00170000002253801,0.0115999998524785,0,0.00170000002253801,0.520799994468689,601,1015,0,0,0,1,"1015. Hartagyugh, School",0.310900002717972,0.689100027084351,579,0,0,0.690797090530396,1,0,0,0,1,0,0,0,0,0.60495001077652,1,854,0.703747093677521,0.677985966205597,0,0,0,0,0,1,0,0,0,0,0,0.324688047170639,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1196. Marts, Cultural House",40,"Lori","Tec#40","Alaverdi",0.00740000000223517,0.125,0.308799982070923,0.0147000001743436,0,0.00740000000223517,0.00370000000111759,0.00740000000223517,0.525699973106384,272,1196,0,0,0,1,"1196. Marts, Cultural House",0.403400003910065,0.596599996089935,290,0,0,0.693590998649597,1,0,0,0,1,0,0,0,0,0.561149954795837,0,373,0.729222536087036,0.777479887008667,0,0,0,0,0,1,0,0,0,0,0,0.229194074869156,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1088. Vanadzor, N 18 night School",38,"Lori","Tec#38","Vanadzor",0.00559999980032444,0.168300002813339,0.235200002789497,0.031199999153614,0.00330000021494925,0,0,0,0.556299984455109,897,1088,0,0,0,1,"1088. Vanadzor, N 18 night School",0.241300016641617,0.758700013160706,974,0,0,0.711038708686829,1,0,0,0,1,0,0,0,0,0.657500028610229,1,1863,0.481481492519379,0.52281266450882,0,0,0,0,0,1,0,0,0,0,0,0.568506956100464,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1172. Alaverdi, N 6 secondary School",40,"Lori","Tec#40","Alaverdi",0.00130000000353903,0.209099993109703,0.318199992179871,0.0233999993652105,0.00130000000353903,0.0052000000141561,0.00130000000353903,0.00130000000353903,0.439000010490417,770,1172,1,0,0,0,"1172. Alaverdi, N 6 secondary School",0.307300001382828,0.692700028419495,833,0,0,0.633122622966766,0,1,0,0,0,1,0,0,1,0.565850019454956,0,1356,0.567846596240997,0.614306807518005,0,0,0,0,0,1,0,0,0,0,0,0.442561805248261,63.1679000854492,239343,76,3149.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1058. Lermontov, cultural ceter",37,"Lori","Tec#37","Vanadzor",0.00380000006407499,0.0230000000447035,0.0881000012159348,0.00380000006407499,0,0,0.00380000006407499,0,0.877399981021881,261,1058,0,0,1,1,"1058. Lermontov, cultural ceter",0.0520000010728836,0.948000013828278,327,1,0,0.894125998020172,0,0,1,0,0,0,1,0,1,0.912699997425079,1,499,0.52304607629776,0.65531063079834,0,0,0,0,0,1,0,0,0,0,0,0.252186745405197,63.1679000854492,239343,76,3149.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1206. Lorut, School",40,"Lori","Tec#40","Alaverdi",0.0126000000163913,0.0484999977052212,0.303400009870529,0.00360000017099082,0,0.00180000008549541,0,0,0.630200028419495,557,1206,0,0,0,1,"1206. Lorut, School",0.485700011253357,0.514299988746643,488,0,0,0.753175616264343,1,0,0,0,1,0,0,0,0,0.572250008583069,0,666,0.836336314678192,0.732732713222504,0,0,0,0,0,1,0,0,0,0,0,0.284929990768433,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1006. Darpas, community service office",35,"Lori","Tec#35","Vanadzor",0.00460000010207295,0.194799989461899,0.296000003814697,0.0444999970495701,0.00310000008903444,0.00769999995827675,0.00150000001303852,0,0.447899997234344,652,1006,0,0,0,1,"1006. Darpas, community service office",0.391899973154068,0.60809999704361,643,0,0,0.649230360984802,1,0,0,0,1,0,0,0,0,0.527999997138977,1,1041,0.626320838928223,0.617675304412842,0,0,0,0,0,1,0,0,0,0,0,0.366913288831711,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1213. Haghtanak,School",40,"Lori","Tec#40","Alaverdi",0.00820000004023314,0.0701000019907951,0.337700009346008,0.00820000004023314,0.0015999999595806,0.0163000002503395,0,0.00330000021494925,0.55460000038147,613,1213,1,0,0,0,"1213. Haghtanak,School",0.395700007677078,0.604300022125244,604,0,0,0.696130990982056,0,1,0,0,0,1,0,0,1,0.579450011253357,0,878,0.698177695274353,0.68792712688446,0,0,0,0,0,1,0,0,0,0,0,0.329967528581619,63.1679000854492,239343,76,3149.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1165. Ardvi, School",39,"Lori","Tec#39","Tashir",0,0.121199995279312,0.772699952125549,0,0,0,0,0,0.106099992990494,66,1165,0,0,0,1,"1165. Ardvi, School",0.620299994945526,0.379700005054474,79,0,0,0.454340159893036,1,0,0,0,1,0,0,0,0,0.242899999022484,0,131,0.503816783428192,0.603053450584412,0,0,0,0,0,1,0,0,0,0,0,0.189287737011909,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"  1178. Alaverdi, N 11 kindergarten",40,"Lori","Tec#40","Alaverdi",0.00289999996311963,0.141800001263618,0.402300000190735,0.0434000007808208,0,0.00870000012218952,0,0.00289999996311963,0.398000001907349,691,1178,0,0,0,1,"1178. Alaverdi, N 11 kindergarten",0.437099993228912,0.562900006771088,684,0,0,0.62077796459198,1,0,0,0,1,0,0,0,0,0.480450004339218,0,1538,0.449284791946411,0.444733411073685,0,0,0,0,0,1,0,0,0,0,0,0.487767726182938,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1212. Lchkadzor, Club",40,"Lori","Tec#40","Alaverdi",0,0.0338000021874905,0.531599998474121,0.0338000021874905,0,0.00839999970048666,0,0.00419999985024333,0.388199985027313,237,1212,0,0,0,1,"1212. Lchkadzor, Club",0.36219996213913,0.637799978256226,254,0,0,0.615190148353577,1,0,0,0,1,0,0,0,0,0.513000011444092,0,322,0.736024856567383,0.788819849491119,0,0,0,0,0,1,0,0,0,0,0,0.220316901803017,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1014. Halavar, Club",35,"Lori","Tec#35","Vanadzor",0,0.00810000021010637,0.0967999994754791,0,0,0.00810000021010637,0,0,0.887099981307983,124,1014,0,0,0,1,"1014. Halavar, Club",0.0781000033020973,0.921899974346161,128,0,0,0.89965683221817,1,0,0,0,1,0,0,0,0,0.904500007629395,1,140,0.885714292526245,0.914285719394684,0,0,0,0,0,1,0,0,0,0,0,0.190671443939209,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1173. Alaverdi, N 5 secondary School",40,"Lori","Tec#40","Alaverdi",0.00490000005811453,0.190699994564056,0.379000008106232,0.0355000011622906,0.00239999988116324,0.00370000000111759,0.00119999994058162,0.00119999994058162,0.381399989128113,818,1173,1,0,0,0,"1173. Alaverdi, N 5 secondary School",0.425999999046326,0.574000000953674,838,0,0,0.601727426052094,0,1,0,0,0,1,0,0,1,0.477699995040894,0,1457,0.561427593231201,0.575154423713684,0,0,0,0,0,1,0,0,0,0,0,0.467579454183578,63.1679000854492,239343,76,3149.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1198. Neghots, School",40,"Lori","Tec#40","Alaverdi",0,0.159799993038177,0.31360000371933,0.00589999975636601,0.00589999975636601,0.00589999975636601,0,0,0.508899986743927,169,1198,1,0,0,0,"1198. Neghots, School",0.203299999237061,0.796700000762939,182,0,0,0.671221971511841,0,1,0,0,0,1,0,0,1,0.652799963951111,0,224,0.754464268684387,0.8125,0,0,0,0,0,1,0,0,0,0,0,0.203959196805954,63.1679000854492,239343,76,3149.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1097. Antaramut, Club",38,"Lori","Tec#38","Vanadzor",0,0.123500004410744,0.48240002989769,0.0411999970674515,0,0,0,0.00589999975636601,0.347099989652634,170,1097,0,0,0,1,"1097. Antaramut, Club",0.219899997115135,0.780100047588348,191,0,0,0.591755449771881,1,0,0,0,1,0,0,0,0,0.56360000371933,1,240,0.708333313465118,0.795833349227905,0,0,0,0,0,1,0,0,0,0,0,0.206566855311394,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1113. Pambak, shop",38,"Lori","Tec#38","Vanadzor",0.00910000037401915,0.136999994516373,0.269400000572205,0.0183000005781651,0,0,0,0,0.566200017929077,219,1113,1,0,0,0,"1113. Pambak, shop",0.161300003528595,0.83870005607605,248,0,0,0.702453672885895,0,1,0,0,0,1,0,0,1,0.702450037002563,1,316,0.693037986755371,0.784810125827789,0,0,0,0,0,1,0,0,0,0,0,0.219288915395737,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1000. Spitak, N 4 School",35,"Lori","Tec#35","Vanadzor",0.00150000001303852,0.0751999989151955,0.136500000953674,0.0137999998405576,0,0,0,0,0.773000001907349,652,1000,0,0,0,1,"1000. Spitak, N 4 School",0.221399992704391,0.778599977493286,682,0,0,0.834598422050476,1,0,0,0,1,0,0,0,0,0.775799989700317,1,1028,0.634241223335266,0.663424134254456,0,0,0,0,0,1,0,0,0,0,0,0.3639015853405,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1107. Dzoragyugh, Club",38,"Lori","Tec#38","Vanadzor",0.00579999992623925,0.0519999973475933,0.659000039100647,0.0173000004142523,0,0.00579999992623925,0,0,0.26010000705719,173,1107,0,0,0,1,"1107. Dzoragyugh, Club",0.772199988365173,0.227799981832504,180,0,0,0.542149066925049,1,0,0,0,1,0,0,0,0,0.243950009346008,1,296,0.584459483623505,0.608108103275299,0,0,0,0,0,1,0,0,0,0,0,0.215887233614922,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1022. Jrashen, School",35,"Lori","Tec#35","Vanadzor",0,0.0188999995589256,0.459000021219254,0.0141999991610646,0,0.0015999999595806,0,0,0.506300032138824,634,1022,1,0,0,0,"1022. Jrashen, School",0.507300019264221,0.492700010538101,688,0,0,0.669804811477661,0,1,0,0,0,1,0,0,1,0.499500036239624,1,971,0.652935147285461,0.70854789018631,0,0,0,0,0,1,0,0,0,0,0,0.350824385881424,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1187. Tumanyan, Cultural House",40,"Lori","Tec#40","Alaverdi",0.00400000018998981,0.0500000007450581,0.267700016498566,0.00899999961256981,0,0.00300000002607703,0,0.00100000004749745,0.665300011634827,1001,1187,1,1,0,0,"1187. Tumanyan, Cultural House",0.281399995088577,0.718600034713745,931,0,0,0.756468653678894,0,1,0,0,0,1,0,0,1,0.691949963569641,0,1493,0.670462131500244,0.623576700687408,0,0,0,0,0,1,0,0,0,0,0,0.476542860269547,63.1679000854492,239343,76,3149.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1023. Saralanj, Club",35,"Lori","Tec#35","Vanadzor",0,0.0521999970078468,0.200000002980232,0.0260999985039234,0,0,0,0,0.721699953079224,115,1023,0,0,0,1,"1023. Saralanj, Club",0.280699998140335,0.719300031661987,114,0,0,0.805347800254822,1,0,0,0,1,0,0,0,0,0.720499992370605,1,134,0.858208954334259,0.850746273994446,0,0,0,0,0,1,0,0,0,0,0,0.189748123288155,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1012. Tsaghaberd, School",35,"Lori","Tec#35","Vanadzor",0.00340000004507601,0.0542000010609627,0.113599993288517,0.0169000010937452,0,0,0,0,0.811900019645691,590,1012,1,0,1,0,"1012. Tsaghaberd, School",0.194000020623207,0.805999994277954,603,1,0,0.836373805999756,0,0,0,1,0,0,0,1,1,0.808950006961823,1,820,0.719512224197388,0.735365867614746,0,0,0,0,0,1,0,0,0,0,0,0.317284673452377,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1126. Stapanavan, N 9 kindergarten",39,"Lori","Tec#39","Tashir",0.00330000021494925,0.049200002104044,0.213100001215935,0.0361000001430511,0,0.00330000021494925,0,0,0.695100009441376,305,1126,0,0,0,1,"1126. Stapanavan, N 9 kindergarten",0.25,0.75,320,0,0,0.790180802345276,1,0,0,0,1,0,0,0,0,0.72255003452301,0,499,0.611222445964813,0.641282558441162,0,0,0,0,0,1,0,0,0,0,0,0.252186745405197,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"  1074. Vanadzor N 25 School",37,"Lori","Tec#37","Vanadzor",0.00219999998807907,0.12550000846386,0.186100006103516,0.0324999988079071,0.00430000014603138,0.00219999998807907,0,0,0.647199988365173,462,1074,0,0,0,1,"1074. Vanadzor N 25 School",0.248600006103516,0.751399993896484,551,0,0,0.762868821620941,1,0,0,0,1,0,0,0,0,0.699299991130829,1,1136,0.406690150499344,0.485035210847855,0,0,0,0,0,1,0,0,0,0,0,0.389225453138351,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1148. Novoseltsovo, Club",39,"Lori","Tec#39","Tashir",0,0,0.0201999992132187,0,0,0,0,0,0.979800045490265,99,1148,0,0,0,1,"1148. Novoseltsovo, Club",0.0189999993890524,0.981000006198883,105,0,0,0.95251327753067,1,0,0,0,1,0,0,0,0,0.980400025844574,0,111,0.891891896724701,0.945945918560028,0,0,0,0,0,1,0,0,0,0,0,0.186240419745445,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"  1179. Alaverdi, N 12 School",40,"Lori","Tec#40","Alaverdi",0,0.10869999974966,0.480199992656708,0.0384999997913837,0,0.00109999999403954,0,0.00109999999403954,0.370299994945526,883,1179,0,0,0,1,"1179. Alaverdi, N 12 School",0.353700041770935,0.646300077438354,981,0,0,0.604983806610107,1,0,0,0,1,0,0,0,0,0.508300006389618,0,1929,0.457750141620636,0.508553683757782,0,0,0,0,0,1,0,0,0,0,0,0.584603786468506,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1056. Gugark, N 1 School",37,"Lori","Tec#37","Vanadzor",0.00260000000707805,0.180900007486343,0.294599980115891,0.0267000012099743,0.00260000000707805,0.00340000004507601,0,0.0009000000427477,0.488400012254715,1161,1056,1,0,0,0,"1056. Gugark, N 1 School",0.417499989271164,0.582499980926514,1231,0,0,0.660048365592957,0,1,0,0,0,1,0,0,1,0.535449981689453,1,2044,0.56800389289856,0.602250516414642,0,0,0,0,0,1,0,0,0,0,0,0.612206280231476,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1156. Agarak, Cultural House",39,"Lori","Tec#39","Tashir",0.00820000004023314,0.127700001001358,0.371500015258789,0.0147000001743436,0,0.00649999966844916,0.0015999999595806,0.0015999999595806,0.468100011348724,611,1156,1,0,0,0,"1156. Agarak, Cultural House",0.302100002765656,0.697899997234344,682,0,0,0.648983716964722,0,1,0,0,0,1,0,0,1,0.583000004291534,0,886,0.68961626291275,0.769751667976379,0,0,0,0,0,1,0,0,0,0,0,0.331737011671066,63.1679000854492,239343,76,3149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"  1193. Tsaghashat, 8 year education service school",40,"Lori","Tec#40","Alaverdi",0,0.0277999993413687,0.0138999996706843,0.0138999996706843,0,0,0,0,0.944400012493134,144,1193,0,0,0,1,"1193. Tsaghashat, 8 year education service school",0.125,0.875,136,0,0,0.932328641414642,1,0,0,0,1,0,0,0,0,0.909700036048889,0,146,0.986301362514496,0.931506872177124,0,0,0,0,0,1,0,0,0,0,0,0.191598206758499,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1114. Karaberd, club",38,"Lori","Tec#38","Vanadzor",0,0.169500008225441,0.169500008225441,0.0169000010937452,0,0,0,0,0.64410001039505,59,1114,0,0,0,1,"1114. Karaberd, club",0.111100003123283,0.888899981975555,63,0,0,0.761101245880127,1,0,0,0,1,0,0,0,0,0.766499996185303,1,80,0.737500011920929,0.787500023841858,0,0,0,0,0,1,0,0,0,0,0,0.181592091917992,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
