"pollingstation","TECnum","regionmarzes","TEC","subregion","avagian","geghamian","demirchian","karapetian","harutyunian","manukian","margarian","sargsian","kocharian","total","PSnum","mon_voting","mon_counting","mon_voting_R2","NOTmon_voting","PollingStationR2","DemirchianR2","KocharianR2","votersR2","mon_votingR2","mom_countingR2","yi2","O1","O2","O3","O4","O5","O6","O7","O8","O9","AveKocharian","urban","totalvoters","turnout","R2turnout","nearNagorno","Ararat","Armavir","Gegharkunik","Kotayk","Lori","Shirak","Syunik","Tavush","Vayots_Dzor","Yerevan","phat","voterspersqkm","regiontotalvoters","regiontotalmonitors","voterpermonitoredstation","R1R2only","_Isubregion_2","_Isubregion_3","_Isubregion_4","_Isubregion_5","_Isubregion_6","_Isubregion_7","_Isubregion_8","_Isubregion_9","_Isubregion_10","_Isubregion_11","_Isubregion_12","_Isubregion_13","_Isubregion_14","_Isubregion_15","_Isubregion_16","_Isubregion_17","_Isubregion_18","_Isubregion_19","_Isubregion_20","_Isubregion_21","_Isubregion_22","_Isubregion_23","_Isubregion_24","_Isubregion_25","_Isubregion_26","_Isubregion_27","_Isubregion_28","_Isubregion_29","_Isubregion_30","_Isubregion_31","_Isubregion_32","_Isubregion_33","_Isubregion_34","_Isubregion_35","_Isubregion_36","_Isubregion_37","_Isubregion_38","_Isubregion_39","_Isubregion_40"
"  0917. Varser, Club",33,"Gegharkunik","Tec#33","Sevan",0.008500000461936,0.249300003051758,0.282099992036819,0.0513000003993511,0.00279999990016222,0.0127999996766448,0,0.00279999990016222,0.39029997587204,702,917,1,0,0,0,"0917. Varser, Club",0.362800002098084,0.637199997901917,747,0,0,0.606578409671783,0,1,0,0,0,1,0,0,1,0.513749957084656,0,1225,0.573061227798462,0.609795928001404,0,0,0,1,0,0,0,0,0,0,0,0.410559952259064,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0939. Aghberk, secondary School",33,"Gegharkunik","Tec#33","Sevan",0,0.00699999975040555,0.0281999986618757,0,0,0,0,0,0.96480005979538,142,939,0,0,0,1,"0939. Aghberk, secondary School",0.0124000003561378,0.987600028514862,161,0,0,0.94396048784256,1,0,0,0,1,0,0,0,0,0.976200044155121,0,167,0.850299417972565,0.964071869850159,0,0,0,1,0,0,0,0,0,0,0,0.19486890733242,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0946. Areguni, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0344999991357327,0.129299998283386,0.0344999991357327,0,0.0258999988436699,0,0,0.775899946689606,116,946,0,0,1,1,"0946. Areguni, secondary School",0.239700019359589,0.760299980640411,146,1,0,0.836251974105835,0,0,1,0,0,0,1,0,1,0.768099963665009,0,190,0.610526323318481,0.768421053886414,0,0,0,1,0,0,0,0,0,0,0,0.198499470949173,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0911. Sevan, N 7 School",33,"Gegharkunik","Tec#33","Sevan",0.00289999996311963,0.188199996948242,0.344599992036819,0.024100000038743,0,0.00579999992623925,0,0,0.434399992227554,1036,911,0,0,1,1,"0911. Sevan, N 7 School",0.354900002479553,0.645099997520447,1237,1,0,0.641532838344574,0,0,1,0,0,0,1,0,1,0.539749979972839,0,1882,0.550478219985962,0.657279491424561,0,0,0,1,0,0,0,0,0,0,0,0.57315731048584,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0867. Dzoragyugh, kindergarten",31,"Gegharkunik","Tec#31","Martuni",0.00340000004507601,0.034000001847744,0.156300008296967,0.034000001847744,0,0.0044999998062849,0,0.00109999999403954,0.766699969768524,883,867,0,0,0,1,"0867. Dzoragyugh, kindergarten",0.277900010347366,0.722100019454956,1040,0,0,0.831006228923798,1,0,0,0,1,0,0,0,0,0.744400024414063,0,1411,0.62579733133316,0.73706591129303,0,0,0,1,0,0,0,0,0,0,0,0.456157356500626,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0846. Atghadzor, School",31,"Gegharkunik","Tec#31","Martuni",0.00249999994412065,0.293799996376038,0.460299998521805,0.0240000002086163,0,0.00249999994412065,0,0,0.216900005936623,793,846,0,0,0,1,"0846. Atghadzor, School",0.320100009441376,0.679899990558624,834,0,0,0.51751697063446,1,0,0,0,1,0,0,0,0,0.448399990797043,0,1234,0.642625629901886,0.675850868225098,0,0,0,1,0,0,0,0,0,0,0,0.4127376973629,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0910. Sevan, state college",33,"Gegharkunik","Tec#33","Sevan",0.00439999997615814,0.232999995350838,0.395000010728836,0.0283999983221293,0,0.00439999997615814,0,0,0.334800004959106,914,910,0,0,1,1,"0910. Sevan, state college",0.47189998626709,0.52810001373291,977,1,0,0.58474212884903,0,0,1,0,0,0,1,0,1,0.431450009346008,0,1850,0.494054049253464,0.5281081199646,0,0,0,1,0,0,0,0,0,0,0,0.56531810760498,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0901. Norashen, Club",33,"Gegharkunik","Tec#33","Sevan",0,0.294900000095367,0.200900003314018,0.029899999499321,0.008500000461936,0,0,0.00430000014603138,0.461500018835068,234,901,0,0,0,1,"0901. Norashen, Club",0.239500001072884,0.760500013828278,238,0,0,0.656984925270081,1,0,0,0,1,0,0,0,0,0.611000001430511,0,293,0.798634827136993,0.812286674976349,0,0,0,1,0,0,0,0,0,0,0,0.215380296111107,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0972. Vardenis, Cultural House",34,"Gegharkunik","Tec#34","Vardenis",0,0.258500009775162,0.58789998292923,0.0273000001907349,0.00170000002253801,0.00330000021494925,0,0.0007999999797903,0.120600007474422,1211,972,1,0,0,0,"0972. Vardenis, Cultural House",0.738600015640259,0.261400014162064,1224,0,0,0.459576934576035,0,1,0,0,0,1,0,0,1,0.191000014543533,0,1941,0.623905181884766,0.630602777004242,0,0,0,1,0,0,0,0,0,0,0,0.587512195110321,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0956. Kut, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0.0020000000949949,0.017000000923872,0.0183000005781651,0.00069999997504055,0.00069999997504055,0.00069999997504055,0.00069999997504055,0.0020000000949949,0.958099961280823,1529,956,0,0,0,1,"0956. Kut, secondary School",0.0438000001013279,0.956200003623962,1645,0,0,0.940140187740326,1,0,0,0,1,0,0,0,0,0.957149982452393,0,1706,0.896248519420624,0.964243829250336,0,0,0,1,0,0,0,0,0,0,0,0.529691696166992,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0882. Karmirgyugh, cultural center",32,"Gegharkunik","Tec#32","Gavar",0.00239999988116324,0.516099989414215,0.227000012993813,0.0310999993234873,0,0,0,0.00360000017099082,0.219799995422363,837,882,0,0,1,1,"0882. Karmirgyugh, cultural center",0.33500000834465,0.665000021457672,1030,1,0,0.519170522689819,0,0,1,0,0,0,1,0,1,0.442400008440018,1,864,0.96875,1.19212961196899,0,0,0,1,0,0,0,0,0,0,0,0.326882511377335,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0990. Zolakar, cultural center",34,"Gegharkunik","Tec#34","Vardenis",0.487000018358231,0.289700001478195,0.016100000590086,0.192800000309944,0.0044999998062849,0.0009000000427477,0.00630000000819564,0,0.00270000007003546,1115,990,0,0,0,1,"0990. Zolakar, cultural center",0.421699970960617,0.578299999237061,1041,0,0,0.395382761955261,1,0,0,0,1,0,0,0,0,0.290499985218048,0,1373,0.812090337276459,0.758193731307983,0,0,0,1,0,0,0,0,0,0,0,0.446755856275558,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0982. Aghpradzor, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.00670000026002526,0.637600004673004,0.0537000000476837,0,0.00670000026002526,0.00670000026002526,0.00670000026002526,0.281900018453598,149,982,0,0,0,1,"0982. Aghpradzor, secondary School",0.542500019073486,0.457500010728836,153,0,0,0.554579198360443,1,0,0,0,1,0,0,0,0,0.369700014591217,0,201,0.741293549537659,0.761194050312042,0,0,0,1,0,0,0,0,0,0,0,0.20025372505188,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0851. Martuni, N 3 kindergarten",31,"Gegharkunik","Tec#31","Martuni",0.00180000008549541,0.141499996185303,0.526699960231781,0.0569000020623207,0.0009000000427477,0.0107000004500151,0,0.0009000000427477,0.260699987411499,1124,851,1,0,1,0,"0851. Martuni, N 3 kindergarten",0.207300007343292,0.792699992656708,1235,1,0,0.53593921661377,0,0,0,1,0,0,0,1,1,0.526700019836426,0,1919,0.585721731185913,0.643564343452454,0,0,0,1,0,0,0,0,0,0,0,0.582175552845001,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0968. Akunk, kindergarten",34,"Gegharkunik","Tec#34","Vardenis",0,0.0764999985694885,0.770599961280823,0.0227000005543232,0,0.00119999994058162,0,0.00119999994058162,0.12780000269413,837,968,0,0,0,1,"0968. Akunk, kindergarten",0.648699998855591,0.351300001144409,871,0,0,0.46671324968338,1,0,0,0,1,0,0,0,0,0.239549994468689,0,1420,0.589436590671539,0.613380253314972,0,0,0,1,0,0,0,0,0,0,0,0.458388864994049,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0866. Tsakqar, cultural center",31,"Gegharkunik","Tec#31","Martuni",0.00180000008549541,0.0926000028848648,0.113500006496906,0.0153999999165535,0.0009000000427477,0,0,0.00180000008549541,0.773799955844879,1101,866,1,0,0,0,"0866. Tsakqar, cultural center",0.1908999979496,0.809099972248077,1074,0,0,0.815607190132141,0,1,0,0,0,1,0,0,1,0.791449964046478,0,1585,0.69463723897934,0.677602529525757,0,0,0,1,0,0,0,0,0,0,0,0.49950447678566,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0932. Getik, secondary School",33,"Gegharkunik","Tec#33","Sevan",0,0.0814000070095062,0.434399992227554,0.0180999990552664,0,0.00899999961256981,0,0.0044999998062849,0.452499985694885,221,932,0,0,0,1,"0932. Getik, secondary School",0.468800008296967,0.531199991703033,224,0,0,0.651853203773499,1,0,0,0,1,0,0,0,0,0.491849988698959,0,327,0.675840973854065,0.685015261173248,0,0,0,1,0,0,0,0,0,0,0,0.221176192164421,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0988. Vardenik, N 2 School",34,"Gegharkunik","Tec#34","Vardenis",0,0.082299992442131,0.168700009584427,0.022299999371171,0,0.0663999989628792,0,0,0.66019994020462,1701,988,0,0,1,1,"0988. Vardenik, N 2 School",0.342200011014938,0.657799959182739,1876,1,0,0.770281195640564,0,0,1,0,0,0,1,0,1,0.658999979496002,0,1972,0.862576067447662,0.951318442821503,0,0,0,1,0,0,0,0,0,0,0,0.594996988773346,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0884. Gavar, city library",32,"Gegharkunik","Tec#32","Gavar",0,0.316200017929077,0.314999997615814,0.0144000006839633,0,0.00119999994058162,0.00239999988116324,0,0.350899994373322,835,884,0,0,0,1,"0884. Gavar, city library",0.341199994087219,0.658799946308136,1407,0,0,0.593922138214111,1,0,0,0,1,0,0,0,0,0.504850029945374,1,1535,0.543973922729492,0.916612386703491,0,0,0,1,0,0,0,0,0,0,0,0.487018883228302,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0888. Gavar, N 9 School",32,"Gegharkunik","Tec#32","Gavar",0.00230000005103648,0.24600000679493,0.210699990391731,0.040999997407198,0,0.00340000004507601,0,0.00109999999403954,0.495400011539459,878,888,0,1,0,1,"0888. Gavar, N 9 School",0.255100011825562,0.744899988174438,1286,0,0,0.676314294338226,1,0,0,0,1,0,0,0,0,0.620149970054626,1,1657,0.529873251914978,0.776101410388947,0,0,0,1,0,0,0,0,0,0,0,0.517480790615082,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0881. Karmirgyugh, N 1 School",32,"Gegharkunik","Tec#32","Gavar",0.0052000000141561,0.564000010490417,0.173600003123283,0.0248000007122755,0,0.00130000000353903,0,0,0.231100007891655,766,881,0,0,0,1,"0881. Karmirgyugh, N 1 School",0.24600000679493,0.754000008106232,866,0,0,0.52561366558075,1,0,0,0,1,0,0,0,0,0.492550015449524,1,1443,0.530838549137115,0.600138604640961,0,0,0,1,0,0,0,0,0,0,0,0.464099019765854,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0978. Vanevan, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0490000024437904,0.352899998426437,0.0588000006973743,0,0,0,0.00980000011622906,0.529399991035461,102,978,0,0,0,1,"0978. Vanevan, secondary School",0.398200005292892,0.60180002450943,113,0,0,0.695700645446777,1,0,0,0,1,0,0,0,0,0.565600037574768,0,143,0.713286697864532,0.790209770202637,0,0,0,1,0,0,0,0,0,0,0,0.191134393215179,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0989. Vardenik, N 1 School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0586999990046024,0.273299992084503,0.0220999997109175,0,0.0621999986469746,0,0,0.583700001239777,1720,989,0,0,0,1,"0989. Vardenik, N 1 School",0.370299994945526,0.629700005054474,1480,0,0,0.726661860942841,1,0,0,0,1,0,0,0,0,0.606700003147125,0,1966,0.874872863292694,0.752797544002533,0,0,0,1,0,0,0,0,0,0,0,0.593551695346832,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0899. Lchap, secondary School",32,"Gegharkunik","Tec#32","Gavar",0.0020000000949949,0.426300019025803,0.271100014448166,0.125699996948242,0,0.00589999975636601,0,0,0.168999999761581,509,899,0,0,0,1,"0899. Lchap, secondary School",0.348100006580353,0.651900053024292,520,0,0,0.490204989910126,1,0,0,0,1,0,0,0,0,0.410449981689453,1,698,0.729226350784302,0.744985699653625,0,0,0,1,0,0,0,0,0,0,0,0.291488379240036,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0845. Astgadzor, cultural center",31,"Gegharkunik","Tec#31","Martuni",0.00249999994412065,0.252800017595291,0.500600039958954,0.0147000001743436,0,0,0,0.00370000000111759,0.22579999268055,815,845,0,0,0,1,"0845. Astgadzor, cultural center",0.32779997587204,0.67220002412796,964,0,0,0.522591650485992,1,0,0,0,1,0,0,0,0,0.449000000953674,0,871,0.935706079006195,1.106773853302,0,0,0,1,0,0,0,0,0,0,0,0.328423172235489,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0959. Norabak, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0.0203999988734722,0.101999998092651,0.16329999268055,0,0,0.0203999988734722,0,0,0.693899989128113,147,959,1,0,0,0,"0959. Norabak, secondary School",0.131600007414818,0.868399977684021,152,0,0,0.772057235240936,0,1,0,0,0,1,0,0,1,0.781149983406067,0,155,0.948387086391449,0.980645179748535,0,0,0,1,0,0,0,0,0,0,0,0.19299478828907,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0863. Lichk, secondary School",31,"Gegharkunik","Tec#31","Martuni",0.00570000009611249,0.0471999980509281,0.340900003910065,0.0141999991610646,0.0009000000427477,0.0009000000427477,0.0009000000427477,0.00279999990016222,0.586399972438812,1059,863,1,0,0,0,"0863. Lichk, secondary School",0.157199993729591,0.842799961566925,1221,0,0,0.71346378326416,0,1,0,0,0,1,0,0,1,0.714599967002869,0,1646,0.643377900123596,0.741798281669617,0,0,0,1,0,0,0,0,0,0,0,0.514736175537109,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0985. Tsovinar, kindergarten",34,"Gegharkunik","Tec#34","Vardenis",0.00249999994412065,0.222699999809265,0.363400012254715,0.0165999997407198,0,0,0,0.00170000002253801,0.393200010061264,1208,985,1,0,1,0,"0985. Tsovinar, kindergarten",0.395000010728836,0.605000019073486,1286,1,0,0.608159065246582,0,0,0,1,0,0,0,1,1,0.499100029468536,0,1377,0.877269446849823,0.933914303779602,0,0,0,1,0,0,0,0,0,0,0,0.447743803262711,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0854. Geghovit, N 2 School",31,"Gegharkunik","Tec#31","Martuni",0.00170000002253801,0.439199984073639,0.155900001525879,0.0763000026345253,0,0.00589999975636601,0,0.00340000004507601,0.317699998617172,1193,854,0,0,1,1,"0854. Geghovit, N 2 School",0.311199992895126,0.688799977302551,1446,1,0,0.574991941452026,0,0,1,0,0,0,1,0,1,0.503250002861023,0,1933,0.617175400257111,0.748059988021851,0,0,0,1,0,0,0,0,0,0,0,0.58557391166687,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0893. Gavar, N 8 School",32,"Gegharkunik","Tec#32","Gavar",0.00410000002011657,0.425999999046326,0.253500014543533,0.0375000014901161,0,0.00300000002607703,0.00410000002011657,0.00300000002607703,0.268799990415573,986,893,1,0,0,0,"0893. Gavar, N 8 School",0.210300013422966,0.789699912071228,1626,0,0,0.540354132652283,0,1,0,0,0,1,0,0,1,0.529249966144562,1,1985,0.49672544002533,0.81914359331131,0,0,0,1,0,0,0,0,0,0,0,0.598122894763947,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0870. Eranos, N 1 School",31,"Gegharkunik","Tec#31","Martuni",0.00219999998807907,0.187600001692772,0.449499994516373,0.0188999995589256,0,0.00219999998807907,0.00109999999403954,0,0.338499993085861,901,870,0,0,0,1,"0870. Eranos, N 1 School",0.460599988698959,0.539399981498718,1003,0,0,0.586851835250854,1,0,0,0,1,0,0,0,0,0.438950002193451,0,1897,0.474960476160049,0.528729557991028,0,0,0,1,0,0,0,0,0,0,0,0.576819598674774,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0896. Noratus, N 3 School",32,"Gegharkunik","Tec#32","Gavar",0.00400000018998981,0.114900000393391,0.157900005578995,0.016100000590086,0.00069999997504055,0.0020000000949949,0,0.0020000000949949,0.702300012111664,1488,896,1,0,1,0,"0896. Noratus, N 3 School",0.0456000007688999,0.95440000295639,1712,1,0,0.776635706424713,0,0,0,1,0,0,0,1,1,0.828350007534027,1,1949,0.763468444347382,0.878399193286896,0,0,0,1,0,0,0,0,0,0,0,0.589447796344757,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0924. Semyonovka, Club",33,"Gegharkunik","Tec#33","Sevan",0.0135000003501773,0.0270000007003546,0.2567999958992,0.00680000009015203,0,0,0,0,0.695899963378906,148,924,1,0,1,0,"0924. Semyonovka, Club",0.228200003504753,0.771799981594086,149,1,0,0.773147344589233,0,0,0,1,0,0,0,1,1,0.733850002288818,0,194,0.762886583805084,0.768041253089905,0,0,0,1,0,0,0,0,0,0,0,0.199136048555374,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0912. Sevan, Creative Childrens' union",33,"Gegharkunik","Tec#33","Sevan",0.00430000014603138,0.256999999284744,0.340200006961823,0.033500000834465,0,0.00430000014603138,0.00109999999403954,0.00109999999403954,0.358499974012375,926,912,0,0,0,1,"0912. Sevan, Creative Childrens' union",0.444599986076355,0.555400013923645,983,0,0,0.598255574703217,1,0,0,0,1,0,0,0,0,0.456950008869171,0,1816,0.509911894798279,0.54129958152771,0,0,0,1,0,0,0,0,0,0,0,0.556953132152557,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0859. V. Getashen, cultural center",31,"Gegharkunik","Tec#31","Martuni",0.00499999988824129,0.264099985361099,0.25780001282692,0.0426000021398067,0.00380000006407499,0.0113000003620982,0,0.00130000000353903,0.414299994707108,799,859,1,0,1,0,"0859. V. Getashen, cultural center",0.293199986219406,0.706799983978271,863,1,0,0.619659721851349,0,0,0,1,0,0,0,1,1,0.560549974441528,0,1461,0.546885669231415,0.590691328048706,0,0,0,1,0,0,0,0,0,0,0,0.468574464321136,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0872. Gegharkuni, cultural center",32,"Gegharkunik","Tec#32","Gavar",0.00559999980032444,0.159099996089935,0.387099981307983,0.0366999991238117,0,0.00109999999403954,0,0,0.41049998998642,899,872,0,0,0,1,"0872. Gegharkuni, cultural center",0.190699994564056,0.809300005435944,1012,0,0,0.627905368804932,1,0,0,0,1,0,0,0,0,0.609899997711182,1,1313,0.684691548347473,0.770753979682922,0,0,0,1,0,0,0,0,0,0,0,0.431991130113602,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0955. M. Masrik, 8 year school",34,"Gegharkunik","Tec#34","Vardenis",0,0.0888999998569489,0.444399982690811,0.145899996161461,0.0019000000320375,0.00389999989420176,0,0,0.314999997615814,1035,955,1,0,1,0,"0955. M. Masrik, 8 year school",0.647000074386597,0.352999985218048,1068,1,0,0.565535724163055,0,0,0,1,0,0,0,1,1,0.333999991416931,0,1598,0.647684633731842,0.668335437774658,0,0,0,1,0,0,0,0,0,0,0,0.502751469612122,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0894. Gavar, N 1 kindergarten",32,"Gegharkunik","Tec#32","Gavar",0.00270000007003546,0.241800010204315,0.193199992179871,0.016499999910593,0.0009000000427477,0.00460000010207295,0,0.00180000008549541,0.538500010967255,1092,894,0,0,1,1,"0894. Gavar, N 1 kindergarten",0.187999993562698,0.811999976634979,1117,1,0,0.700889348983765,0,0,1,0,0,0,1,0,1,0.675249993801117,1,1881,0.580542266368866,0.593833088874817,0,0,0,1,0,0,0,0,0,0,0,0.572912871837616,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0905. Sevan, Cultural House",33,"Gegharkunik","Tec#33","Sevan",0.00300000002607703,0.251000016927719,0.307700008153915,0.0314000025391579,0,0.00509999971836805,0.00100000004749745,0.00100000004749745,0.399800002574921,988,905,0,0,1,1,"0905. Sevan, Cultural House",0.379599988460541,0.620400011539459,1175,1,0,0.621804356575012,0,0,1,0,0,0,1,0,1,0.51010000705719,0,1857,0.532040953636169,0.63274097442627,0,0,0,1,0,0,0,0,0,0,0,0.567035853862762,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
